market_ids,firm_ids,shares,prices,x1,z1,z2,rival_z1,rival_z2
20,1,0.64100354,2.7796156,0.54315427,-0.061883235,0.57212015,2.1331605,-0.56350228
21,0,0.28287701,0.1,-0.66550971,-1.3443948,0.31707045,-1.3447447,0.3660478
21,1,0.62515482,0.1,0.23216132,-1.3447447,0.3660478,-1.3443948,0.31707045
22,0,0.13593482,2.4293248,0.11668581,0.77656555,-1.0589417,-0.059746179,-0.056969121
22,1,0.6166721,2.1103634,0.2186886,-0.059746179,-0.056969121,0.77656555,-1.0589417
23,0,0.3248888,3.8790486,0.87142878,0.8768309,-0.18016705,-0.53363425,0.49531004
23,1,0.065393362,3.4160276,0.22359555,-0.53363425,0.49531004,0.8768309,-0.18016705
24,0,0.0038137745,5.8396164,0.67891356,0.83062355,0.989297,-0.15829917,0.15047592
24,1,0.73542289,0.57610518,0.067579069,-0.15829917,0.15047592,0.83062355,0.989297
25,0,0.63086827,0.1,0.2891194,-0.73250406,-1.2761723,-0.40099848,0.10757881
25,1,0.3068342,1.0185702,0.63128823,-0.40099848,0.10757881,-0.73250406,-1.2761723
26,0,0.091095808,3.1221565,-1.4571558,-1.1970544,2.6110762,1.9893596,1.6460053
26,1,0.0026967458,7.4014569,-0.31967122,1.9893596,1.6460053,-1.1970544,2.6110762
27,0,0.81136269,0.1,-0.47037265,-0.096381814,-2.9743996,0.64451409,0.063343154
27,1,0.098287397,1.6998192,-0.63887785,0.64451409,0.063343154,-0.096381814,-2.9743996
28,0,0.11901351,0.78810386,-0.27514225,-0.53686913,0.93211953,-1.0519278,-0.18232701
28,1,0.83628563,1.193292,1.4949413,-1.0519278,-0.18232701,-0.53686913,0.93211953
29,0,0.19345312,1.1076762,-0.86583112,-0.23388051,-0.46009092,1.1011925,-0.26696422
29,1,0.34171042,3.229403,0.96827835,1.1011925,-0.26696422,-0.23388051,-0.46009092
30,0,0.03472567,1.6824615,-1.6828698,-0.52073179,0.55218949,-0.87053197,-1.14847
30,1,0.83912178,0.1,-0.33488503,-0.87053197,-1.14847,-0.52073179,0.55218949
31,0,0.044448432,3.2992418,0.16275307,0.15546424,1.1886887,0.4990226,-0.055992992
31,1,0.60121277,1.9148962,0.58622233,0.4990226,-0.055992992,0.15546424,1.1886887
32,0,0.20701454,3.7929619,0.71122658,1.6428482,-0.93502427,0.35375048,1.1243502
32,1,0.30260431,3.5374566,0.79334724,0.35375048,1.1243502,1.6428482,-0.93502427
33,0,0.38111977,2.5353085,-0.34872507,0.64399268,-1.5451309,0.71927524,-0.5552101
33,1,0.13710522,3.2114705,-0.46235179,0.71927524,-0.5552101,0.64399268,-1.5451309
34,0,0.88511417,0.1,0.85797588,-1.1530154,-0.57167507,-0.96333207,2.1439419
34,1,0.056849599,2.1990524,-0.19130432,-0.96333207,2.1439419,-1.1530154,-0.57167507
35,0,0.33407424,0.1,-1.2756863,-1.0838963,-0.68502077,-1.3321458,-2.1549652
35,1,0.46612095,0.1,-1.1332872,-1.3321458,-2.1549652,-1.0838963,-0.68502077
36,0,0.20907058,2.4910033,-0.91945229,0.79545987,-0.58181512,0.29005009,0.45555035
36,1,0.23657939,3.3238609,0.49716074,0.29005009,0.45555035,0.79545987,-0.58181512
37,0,0.027509036,2.7456897,0.14242574,0.079496063,0.78408455,-2.5927165,2.2765397
37,1,0.93124685,0.1,0.69048535,-2.5927165,2.2765397,0.079496063,0.78408455
38,0,0.00076096474,7.4017901,-0.42725265,2.0554769,1.4068976,-0.894272,0.18792259
38,1,0.82406048,1.2857019,0.15853969,-0.894272,0.18792259,2.0554769,1.4068976
39,0,0.015048474,6.1353754,0.62559039,2.0518128,-0.89141547,-1.4492415,1.6240274
39,1,0.84437979,0.28277841,-0.30934654,-1.4492415,1.6240274,2.0518128,-0.89141547
40,0,0.5957106,0.1,0.45677524,-0.81240116,-0.36856355,-2.2028494,-0.65815724
40,1,0.33164037,0.1,-0.66192594,-2.2028494,-0.65815724,-0.81240116,-0.36856355
41,0,0.14443289,1.6729295,-0.36305385,0.36212498,-0.4170738,-1.1012568,-1.2522882
41,1,0.73974957,0.1,-0.38173789,-1.1012568,-1.2522882,0.36212498,-0.4170738
42,0,0.4626926,0.1,-1.1958396,-1.0730002,-0.46502009,-1.3725142,-0.23310833
42,1,0.43641562,0.1,0.48697248,-1.3725142,-0.23310833,-1.0730002,-0.46502009
43,0,0.061081081,3.7518513,-0.46940234,0.77735506,0.73065661,0.71146365,-0.38808834
43,1,0.69317437,1.9890202,0.012494119,0.71146365,-0.38808834,0.77735506,0.73065661
44,0,0.012158452,4.4516285,0.48074666,1.8120339,-1.2674592,-0.68570662,-1.6037722
44,1,0.9239133,0.1,0.44653118,-0.68570662,-1.6037722,1.8120339,-1.2674592
45,0,0.067268687,3.2052019,0.66538511,0.21881937,0.20956975,-1.2893352,0.072625853
45,1,0.80098662,0.1,-0.098485485,-1.2893352,0.072625853,0.21881937,0.20956975
46,0,0.17890423,1.2070879,-0.42329831,-0.33503902,-0.55431271,-0.51884531,-0.46745646
46,1,0.73674764,0.1,-0.079718211,-0.51884531,-0.46745646,-0.33503902,-0.55431271
47,0,0.10223838,2.8745075,-1.6873344,0.46444996,0.38848693,1.0170218,1.3905463
47,1,0.0049281641,6.0955616,-1.4471125,1.0170218,1.3905463,0.46444996,0.38848693
48,0,0.038445463,2.821158,-1.3226996,0.99106669,-0.78014458,-0.84281227,0.088902836
48,1,0.76101131,0.1,-0.99724683,-0.84281227,0.088902836,0.99106669,-0.78014458
49,0,0.0075791599,5.5265411,0.39977423,0.9984679,0.9582704,-0.044085137,-0.77611429
49,1,0.68957372,0.72752744,-0.90547906,-0.044085137,-0.77611429,0.9984679,0.9582704
50,0,0.09438474,2.0865719,-0.37816255,-0.3245969,-0.015632115,-0.70851149,-0.037995603
50,1,0.85133698,0.53196025,1.2992283,-0.70851149,-0.037995603,-0.3245969,-0.015632115
51,0,0.91314159,0.1,-0.35626397,-0.55993579,-1.3112952,1.7423138,0.16849879
51,1,0.0010724011,6.617048,0.73751557,1.7423138,0.16849879,-0.55993579,-1.3112952
52,0,0.31952148,1.7252496,-0.93361768,0.30741077,0.031544679,0.17461185,0.55508425
52,1,0.052821781,3.9184555,-0.20543756,0.17461185,0.55508425,0.30741077,0.031544679
53,0,0.84473387,0.1,-0.95002205,-0.26224686,-1.1868865,2.4459786,0.0099703853
53,1,0.001779559,7.0167404,-0.33903308,2.4459786,0.0099703853,-0.26224686,-1.1868865
54,0,0.028088326,6.1132503,0.84030814,1.3050105,1.3817341,-0.72106211,2.0774998
54,1,0.18930666,2.3333563,-1.7273204,-0.72106211,2.0774998,1.3050105,1.3817341
55,0,0.25745547,2.1940041,0.43442364,-0.27361505,1.2801293,-0.21424454,-1.1770715
55,1,0.66057547,0.13293563,0.2377356,-0.21424454,-1.1770715,-0.27361505,1.2801293
56,0,0.26787162,2.0253925,-0.59414996,0.14587198,0.45105268,-0.70122599,-0.48314657
56,1,0.26854678,1.5017171,-1.4460579,-0.70122599,-0.48314657,0.14587198,0.45105268
57,0,0.2239423,2.8213227,0.072129508,0.43881652,0.28390059,1.4520881,-0.77221671
57,1,0.024567142,4.951459,-0.52949271,1.4520881,-0.77221671,0.43881652,0.28390059
58,0,0.81492667,0.1,0.23267621,-1.3136281,-1.7134734,-1.1281467,-0.34451724
58,1,0.15520589,0.1,0.021852146,-1.1281467,-0.34451724,-1.3136281,-1.7134734
59,0,0.80805711,1.660346,1.6017789,-0.48315856,0.7226027,-0.43679556,0.28799976
59,1,0.11930113,1.5514331,-0.23935563,-0.43679556,0.28799976,-0.48315856,0.7226027
60,0,0.0023622628,6.8044647,-1.0234975,1.9984659,0.40294786,1.0017092,0.21635032
60,1,0.11995911,4.2908107,0.17927563,1.0017092,0.21635032,1.9984659,0.40294786
61,0,0.047250918,3.1853133,0.21999668,0.94432235,0.40452747,-0.26436569,0.52951176
61,1,0.90524388,0.71504011,1.3591876,-0.26436569,0.52951176,0.94432235,0.40452747
62,0,0.10227977,2.2197076,0.83511125,-0.28631341,-0.27468143,-1.4517054,0.082890561
62,1,0.86025083,0.1,0.35687106,-1.4517054,0.082890561,-0.28631341,-0.27468143
63,0,0.099382166,5.4451091,1.4633029,0.78174023,1.7432584,0.4910546,0.14203103
63,1,0.055652549,2.9579857,-1.1887631,0.4910546,0.14203103,0.78174023,1.7432584
64,0,0.037745441,4.7282618,-0.63975153,1.2859974,0.042563496,-0.21082971,0.10288451
64,1,0.54640886,0.87514687,-0.92657594,-0.21082971,0.10288451,1.2859974,0.042563496
65,0,0.55141037,1.7464996,-0.3898098,-0.14177915,-0.21790852,0.17004553,-0.43535596
65,1,0.061233941,2.0504107,-1.3766861,0.17004553,-0.43535596,-0.14177915,-0.21790852
66,0,0.011351945,5.9448038,0.63515095,0.89189758,0.20867852,-1.4702156,-0.5057152
66,1,0.7374511,0.1,-0.2222227,-1.4702156,-0.5057152,0.89189758,0.20867852
67,0,0.0089874545,4.2799435,-1.4708063,0.73605613,-0.14551493,-0.020495562,-0.79051471
67,1,0.62169097,0.10876337,-1.0155791,-0.020495562,-0.79051471,0.73605613,-0.14551493
68,0,0.17873388,0.71205359,0.31351385,-1.0586373,0.1080118,-2.0846058,0.58419494
68,1,0.76299254,0.1,0.83812657,-2.0846058,0.58419494,-1.0586373,0.1080118
69,0,0.3961212,1.7058718,1.9967309,-0.13647371,-0.21191486,1.447713,-2.0083784
69,1,0.46312632,3.0875608,2.9138625,1.447713,-2.0083784,-0.13647371,-0.21191486
70,0,0.011488511,7.1463042,0.41440943,1.6746847,0.59037154,0.35537621,0.12018384
70,1,0.13897035,3.0113224,-0.98953812,0.35537621,0.12018384,1.6746847,0.59037154
71,0,0.0025725867,4.3763219,-2.1320463,1.9620057,-0.99323145,-0.042941083,0.77327024
71,1,0.57684668,2.2518541,0.26771146,-0.042941083,0.77327024,1.9620057,-0.99323145
72,0,0.054069849,3.0859783,-0.8129411,0.95330355,-1.3984252,-0.45123089,1.0454076
72,1,0.36174778,2.4593446,-0.41535726,-0.45123089,1.0454076,0.95330355,-1.3984252
73,0,0.36733612,0.1,-0.6120968,-0.51459884,-0.05736662,-0.67750912,-2.2688651
73,1,0.52470912,0.1,-0.14079089,-0.67750912,-2.2688651,-0.51459884,-0.05736662
74,0,0.92958834,0.1,1.0659802,-2.0605289,0.17832959,1.2870923,-0.40619237
74,1,0.020079751,4.4778874,0.15704857,1.2870923,-0.40619237,-2.0605289,0.17832959
75,0,0.50523242,0.1,-0.15863484,-0.64163244,-0.55684929,-0.80143878,-0.73772576
75,1,0.36057632,0.1,-1.0356538,-0.80143878,-0.73772576,-0.64163244,-0.55684929
76,0,0.59592531,0.1,-1.6746829,-1.1799717,-0.12721579,-0.20435944,-0.48518868
76,1,0.093996333,2.1801261,-0.48630791,-0.20435944,-0.48518868,-1.1799717,-0.12721579
77,0,0.052711847,3.9544436,-0.053782551,1.7634923,-1.8566902,2.0937789,1.2720679
77,1,0.0069143929,8.3513671,1.7679299,2.0937789,1.2720679,1.7634923,-1.8566902
78,0,0.43959548,0.48113303,0.13027452,-1.6608669,-0.24435766,-0.354448,-0.73193502
78,1,0.50466228,0.59226537,0.98273951,-0.354448,-0.73193502,-1.6608669,-0.24435766
79,0,0.77251236,0.1,-0.4992956,-1.0343578,-1.1284237,0.98833774,0.77073207
79,1,0.011434249,4.2528177,-1.1849438,0.98833774,0.77073207,-1.0343578,-1.1284237
80,0,0.055411718,2.1620879,-0.96511676,0.28659355,-1.298432,-0.63656933,0.1339873
80,1,0.6785479,0.28985367,-0.72522606,-0.63656933,0.1339873,0.28659355,-1.298432
81,0,0.69095374,1.5484757,2.1284697,0.072573081,-0.583649,-0.47741862,-0.52541966
81,1,0.18907602,0.89937293,-0.82138668,-0.47741862,-0.52541966,0.072573081,-0.583649
82,0,0.089113462,4.6158283,0.8384892,1.6142461,-1.1035595,0.54695952,-0.62031943
82,1,0.44611625,1.5737697,-0.90292718,0.54695952,-0.62031943,1.6142461,-1.1035595
83,0,0.061916445,2.7353822,0.93157301,0.66982342,0.0088123915,-2.6669175,0.23531223
83,1,0.84279806,0.1,0.38495097,-2.6669175,0.23531223,0.66982342,0.0088123915
84,0,0.57070783,0.82081529,-0.1566379,-0.066788679,-0.78559248,2.083211,-0.090934402
84,1,0.015825206,5.0874129,-0.040762526,2.083211,-0.090934402,-0.066788679,-0.78559248
85,0,0.003639841,5.4905244,-0.6547877,1.3261291,0.88845443,-1.8470896,-1.6626286
85,1,0.89429174,0.1,0.4460722,-1.8470896,-1.6626286,1.3261291,0.88845443
86,0,0.17499738,1.4919771,-0.45498348,-0.31342583,-0.0062689736,-1.2015195,-0.95078395
86,1,0.4743217,0.1,-1.2256058,-1.2015195,-0.95078395,-0.31342583,-0.0062689736
87,0,0.0052303672,4.6987842,-1.2779376,1.7111016,-1.0526842,0.24427828,0.26101151
87,1,0.32054867,2.2063877,0.17258792,0.24427828,0.26101151,1.7111016,-1.0526842
88,0,0.96161268,0.1,1.5790913,-0.76779556,-0.54525147,0.034157944,-1.2168031
88,1,0.017854883,1.5075584,0.15999161,0.034157944,-1.2168031,-0.76779556,-0.54525147
89,0,0.49360114,0.1,-0.11863833,-2.6073655,1.3242832,-1.0849613,0.92008951
89,1,0.43634274,0.47079463,0.28582614,-1.0849613,0.92008951,-2.6073655,1.3242832
90,0,0.89523662,0.1,1.3060017,0.036443726,-1.932306,0.84567537,-1.4744281
90,1,0.056231724,2.1966425,0.2193825,0.84567537,-1.4744281,0.036443726,-1.932306
91,0,0.074324574,0.1,-0.41092723,-1.9413141,0.59345707,-0.38115531,-0.28487383
91,1,0.89765462,0.1,1.1062887,-0.38115531,-0.28487383,-1.9413141,0.59345707
92,0,0.002522301,4.7631648,0.42875644,1.0096857,1.5005746,-1.4514533,0.6163364
92,1,0.95930668,0.1,1.535756,-1.4514533,0.6163364,1.0096857,1.5005746
93,0,0.059454613,3.3152804,0.18323444,0.22918283,0.29946552,0.065974503,-1.0218627
93,1,0.69730473,0.1,-1.224469,0.065974503,-1.0218627,0.22918283,0.29946552
94,0,0.001372301,5.8645625,-1.3681592,1.7143803,0.49144029,-0.23013619,-1.275764
94,1,0.80786955,0.77156886,1.6509279,-0.23013619,-1.275764,1.7143803,0.49144029
95,0,0.67202325,3.0948533,1.7236657,-0.1716006,1.3052445,0.85495975,0.42213859
95,1,0.016219164,3.8209603,-0.17951921,0.85495975,0.42213859,-0.1716006,1.3052445
96,0,0.61586595,0.1,-0.38318732,-1.3263487,-0.82483058,-0.22088321,0.80467743
96,1,0.22122921,3.0961619,1.4614443,-0.22088321,0.80467743,-1.3263487,-0.82483058
97,0,0.016645052,3.253982,-1.1070457,-0.45572501,2.2415249,-0.13891181,-0.2176171
97,1,0.76935604,0.1,-0.89472702,-0.13891181,-0.2176171,-0.45572501,2.2415249
98,0,0.10181419,5.0587957,0.64332679,0.84840645,0.55041319,0.55416149,-0.43182932
98,1,0.12985818,2.9595235,-0.39460512,0.55416149,-0.43182932,0.84840645,0.55041319
99,0,0.29001284,0.56459908,-0.0051218667,-0.74868231,0.085352218,0.1366992,-1.5072346
99,1,0.60187272,0.1,-0.1634429,0.1366992,-1.5072346,-0.74868231,0.085352218
100,0,0.0017091428,4.7694177,0.33757455,1.4904416,-0.00052951351,-0.8313657,0.04357733
100,1,0.95298792,0.1,1.4074819,-0.8313657,0.04357733,1.4904416,-0.00052951351
101,0,0.092446055,3.229292,0.090584907,0.14516678,1.7989978,-0.19316068,-1.7950031
101,1,0.7695945,0.1,0.64393879,-0.19316068,-1.7950031,0.14516678,1.7989978
102,0,0.040155428,1.2141207,-2.0501721,-0.063005016,-0.28088346,-1.6306576,1.2881172
102,1,0.7885576,0.1,-0.048718402,-1.6306576,1.2881172,-0.063005016,-0.28088346
103,0,0.027818578,5.102749,-0.84323027,1.4107629,-0.2417715,-0.7743519,-0.17134153
103,1,0.49238931,0.46067146,-1.2188131,-0.7743519,-0.17134153,1.4107629,-0.2417715
104,0,0.034767924,2.868503,-0.87815237,1.026072,-0.83325902,-0.62137661,-0.93260538
104,1,0.70588846,0.1,-0.33412344,-0.62137661,-0.93260538,1.026072,-0.83325902
105,0,0.94058766,0.1,0.91590254,-0.62550465,-1.8258538,1.2131233,-0.62921525
105,1,0.0034042296,3.6220618,-1.3263927,1.2131233,-0.62921525,-0.62550465,-1.8258538
106,0,0.063146006,3.4114,0.030631493,0.9938846,-0.98935506,0.2086659,0.11803883
106,1,0.52879914,1.7981693,-0.48416943,0.2086659,0.11803883,0.9938846,-0.98935506
107,0,0.015189725,3.7659052,-0.32767309,0.76115055,-0.7876682,-0.28855278,-0.47959099
107,1,0.87856718,1.3567997,1.0027578,-0.28855278,-0.47959099,0.76115055,-0.7876682
108,0,0.35815896,0.1,0.53811544,-0.0083676277,-0.45220539,-0.66162439,-0.048165182
108,1,0.60440669,0.68893706,1.3373981,-0.66162439,-0.048165182,-0.0083676277,-0.45220539
109,0,0.011940107,4.0155196,-0.15450568,0.90406495,-0.52852226,-0.69341333,-1.0617861
109,1,0.87053548,0.1,-0.69594261,-0.69341333,-1.0617861,0.90406495,-0.52852226
110,0,0.02798206,4.76451,-0.22385882,1.4851563,0.085766444,-0.31583417,1.0674832
110,1,0.45075638,2.3926165,0.24249679,-0.31583417,1.0674832,1.4851563,0.085766444
111,0,0.39461482,2.2955746,0.17657336,0.020508564,0.1284662,0.75872802,-0.60982044
111,1,0.034092969,3.4518167,-1.0843881,0.75872802,-0.60982044,0.020508564,0.1284662
112,0,0.20527573,0.92395927,0.090489782,0.023864421,-0.12314641,-0.29790831,-2.0506328
112,1,0.73859722,0.1,0.22822833,-0.29790831,-2.0506328,0.023864421,-0.12314641
113,0,0.54660035,2.9592001,2.517474,-0.030023448,-0.13940275,0.89381835,-0.40035437
113,1,0.28599869,3.4105795,1.8768446,0.89381835,-0.40035437,-0.030023448,-0.13940275
114,0,0.54055589,0.82122516,-0.85324335,-0.66285222,-0.93346036,-0.12623701,-0.75209835
114,1,0.10654127,3.1065607,-0.28738336,-0.12623701,-0.75209835,-0.66285222,-0.93346036
115,0,0.15303196,1.2624178,-1.463442,0.010286727,-0.4102345,0.8645852,0.99245828
115,1,0.041244339,3.8750231,-0.59070701,0.8645852,0.99245828,0.010286727,-0.4102345
116,0,0.2247652,2.7046111,0.315605,-0.099845374,1.0920604,1.8082991,-0.92812516
116,1,0.074474233,5.4655782,1.2058536,1.8082991,-0.92812516,-0.099845374,1.0920604
117,0,0.18886632,2.0448771,-0.72908384,-0.15653858,-0.51807737,-0.23768364,-0.49258996
117,1,0.14032505,2.6385735,-0.65414644,-0.23768364,-0.49258996,-0.15653858,-0.51807737
118,0,0.0069794582,2.4414558,-2.147289,-0.17103212,0.80954552,-1.3166414,0.14550655
118,1,0.81429514,0.1,-0.16266592,-1.3166414,0.14550655,-0.17103212,0.80954552
119,0,0.1520237,0.1,-1.0624144,-1.0367268,0.092789863,-0.53066689,0.53626261
119,1,0.72620464,0.1,-0.52943943,-0.53066689,0.53626261,-1.0367268,0.092789863
120,0,0.060767261,3.6472076,-0.87686078,1.1358298,-0.59641341,-0.033126059,1.3638866
120,1,0.35597126,2.481807,-0.094262554,-0.033126059,1.3638866,1.1358298,-0.59641341
121,0,0.18797315,1.4838892,-1.7577284,-0.48464419,-0.0017446574,1.2265347,-0.85591245
121,1,0.044405077,2.2668111,-1.4670452,1.2265347,-0.85591245,-0.48464419,-0.0017446574
122,0,0.38338412,4.3499267,2.1292471,1.5511771,-0.22964024,1.2553825,1.2319283
122,1,0.002190712,5.931971,-1.2874226,1.2553825,1.2319283,1.5511771,-0.22964024
123,0,0.19088364,0.13197768,-1.0967856,-0.85309,-0.42514214,-0.49524862,0.9495578
123,1,0.73202512,1.9255159,1.8369135,-0.49524862,0.9495578,-0.85309,-0.42514214
124,0,0.185525,6.3225388,2.9050672,1.8137361,-0.62534579,0.24113969,-0.7656637
124,1,0.17358832,2.8263941,-1.1715666,0.24113969,-0.7656637,1.8137361,-0.62534579
125,0,0.38017144,1.6404507,-0.36824896,-0.26762706,0.65959741,0.71834796,-0.87397256
125,1,0.096295361,3.7007479,0.34155555,0.71834796,-0.87397256,-0.26762706,0.65959741
126,0,0.077934078,6.083203,1.7286976,1.0072991,0.82254025,-0.57144957,0.351626
126,1,0.45713012,1.1211146,-0.98685708,-0.57144957,0.351626,1.0072991,0.82254025
127,0,0.33341354,1.5973908,-0.24527785,0.21943996,-0.87359393,0.92656007,-0.071442744
127,1,0.34044244,3.7458118,0.77733758,0.92656007,-0.071442744,0.21943996,-0.87359393
128,0,0.8970673,0.1,0.43476607,-1.1602871,-0.54877429,0.012345457,0.34897656
128,1,0.039629952,1.9878222,-0.37615607,0.012345457,0.34897656,-1.1602871,-0.54877429
129,0,0.068838157,2.5919209,-0.13382296,-1.1143897,1.8877982,-0.9835805,-0.3707046
129,1,0.72406024,0.1,-1.3748958,-0.9835805,-0.3707046,-1.1143897,1.8877982
130,0,0.60198663,1.0157049,-0.23817374,-0.56310008,0.53377627,0.47711954,0.024440642
130,1,0.14314761,2.3239016,-0.26638749,0.47711954,0.024440642,-0.56310008,0.53377627
131,0,0.51335712,0.84394744,0.23216989,-0.32202263,0.024057703,-0.64841812,-0.16520512
131,1,0.39820172,0.42209549,-0.55532722,-0.64841812,-0.16520512,-0.32202263,0.024057703
132,0,0.072527062,1.8914003,0.47153852,0.051554563,-0.85741745,-1.1469627,0.33513995
132,1,0.89742947,0.1,1.0127158,-1.1469627,0.33513995,0.051554563,-0.85741745
133,0,0.23826648,3.2064647,0.15542933,0.42880322,-0.28874175,1.1313868,-0.90480008
133,1,0.2294389,3.4972429,0.35175641,1.1313868,-0.90480008,0.42880322,-0.28874175
134,0,0.08913602,2.9567697,0.053155348,-0.079204041,1.0141733,-0.20264899,0.099009623
134,1,0.582372,2.419059,8.4393091e-05,-0.20264899,0.099009623,-0.079204041,1.0141733
135,0,0.0067841645,3.1151264,-0.72155803,0.37344035,-0.22809896,-2.0284694,1.3400566
135,1,0.90953683,0.1,0.31649426,-2.0284694,1.3400566,0.37344035,-0.22809896
136,0,0.66694289,0.47103998,-0.097286598,0.53681746,-1.8360815,3.1018858,1.2728208
136,1,0.001696097,9.3142997,2.0931683,3.1018858,1.2728208,0.53681746,-1.8360815
137,0,0.83913777,1.1261704,1.5733549,-0.12267622,-0.88018795,-0.11912503,0.21153254
137,1,0.061566676,2.9381832,0.38584655,-0.11912503,0.21153254,-0.12267622,-0.88018795
138,0,0.1785088,2.9451599,-0.76305721,0.743607,-0.58806375,1.6453327,-0.92300104
138,1,0.004468667,5.5723595,-1.1124115,1.6453327,-0.92300104,0.743607,-0.58806375
139,0,0.010278089,4.7641272,1.191143,0.97496784,1.3138865,-2.1556069,1.8562166
139,1,0.93936633,0.1,0.26274923,-2.1556069,1.8562166,0.97496784,1.3138865
140,0,0.28315827,2.6894219,0.4801434,0.56339884,-0.22122565,2.5719301,0.3354747
140,1,0.00058286672,6.9014679,-1.744586,2.5719301,0.3354747,0.56339884,-0.22122565
141,0,0.038910769,4.1216961,0.92743848,0.62244105,0.056991252,-1.1546019,1.7305068
141,1,0.88092528,0.1,0.45442034,-1.1546019,1.7305068,0.62244105,0.056991252
142,0,0.3106491,0.1,-1.1104307,0.28182962,-2.1131504,-1.2806873,0.37712344
142,1,0.55951081,0.62765409,-0.47152481,-1.2806873,0.37712344,0.28182962,-2.1131504
143,0,0.028480001,3.5176385,0.2637172,1.2328037,-0.72712631,-0.95588259,-2.355964
143,1,0.81735047,0.1,0.052466798,-0.95588259,-2.355964,1.2328037,-0.72712631
144,0,0.078244622,3.3419545,-0.29217119,0.074243635,-0.3605301,-0.85778,1.8480488
